대학ID,학년도,학과명,계열,모집인원,지원자,입학자
20,2026,공예디자인학과,예체능계열,65,243,65
20,2026,광고홍보학과,사회계열,53,350,53
20,2026,국제무역통상학과,사회계열,86,477,88
20,2026,글로벌공학부,공학계열,77,153,77
20,2026,글로벌자율전공학부,인문계열,9,13,9
20,2026,글로벌학부,사회계열,80,136,80
20,2026,글로컬문화학부,인문계열,94,904,94
20,2026,기계자동차공학과,공학계열,44,310,44
20,2026,도시계획학과,사회계열,39,160,39
20,2026,동물보건생명과학과,자연계열,33,360,33
20,2026,메카트로닉스공학과,공학계열,35,290,35
20,2026,문헌정보학과,인문계열,49,251,48
20,2026,물리치료학과,의약계열,33,364,33
20,2026,뮤지컬전공,예체능계열,15,43,15
20,2026,미디어커뮤니케이션학과,사회계열,45,344,45
20,2026,미디어콘텐츠학과,인문계열,44,309,45
20,2026,법학과,사회계열,54,233,53
20,2026,빅데이터응용통계학과,자연계열,35,167,35
20,2026,사진학과,예체능계열,30,146,30
20,2026,사회복지학과,사회계열,65,561,64
20,2026,산업경영공학과,공학계열,35,189,36
20,2026,산업디자인학과,예체능계열,38,216,38
20,2026,소프트웨어학과,공학계열,54,285,54
20,2026,스마트바이오학과,자연계열,30,148,30
20,2026,스포츠건강학과,예체능계열,60,567,60
20,2026,시각디자인학과,예체능계열,37,317,37
20,2026,식품생명공학과,자연계열,41,212,42
20,2026,식품영양학과,자연계열,48,336,48
20,2026,신소재에너지공학과,공학계열,40,212,39
20,2026,실내건축학과,공학계열,33,213,33
20,2026,심리학과,인문계열,50,292,49
20,2026,약학과,의약계열,58,932,58
20,2026,연극전공,예체능계열,39,232,39
20,2026,영상애니메이션학부,예체능계열,66,662,64
20,2026,영어영문학과,인문계열,71,363,71
20,2026,영화전공,예체능계열,37,177,37
20,2026,외식서비스경영학전공,사회계열,47,252,47
20,2026,유아교육과,교육계열,32,174,32
20,2026,윤리교육과,교육계열,14,240,14
20,2026,음악학과,예체능계열,36,200,35
20,2026,인문문화학부,인문계열,104,661,104
20,2026,자율전공학부,공학계열,40,289,40
20,2026,전기공학과,공학계열,51,326,50
20,2026,전자공학과,공학계열,39,198,39
20,2026,정보통신공학과,공학계열,35,156,35
20,2026,제약공학과,자연계열,34,159,35
20,2026,중국학과,인문계열,60,290,60
20,2026,컴퓨터공학과,공학계열,55,285,56
20,2026,토목공학과,공학계열,39,222,39
20,2026,패션디자인학과,예체능계열,61,328,59
20,2026,한미비즈니스스쿨,사회계열,0,1,0
20,2026,현대미술학과,예체능계열,34,131,34
20,2026,호텔관광경영학전공,사회계열,48,300,48
20,2026,화장품학과,공학계열,39,262,40
20,2026,화학공학과,공학계열,34,263,34
20,2026,환경공학과,자연계열,36,279,37
20,2026,회계학과,사회계열,84,378,83
20,2026,AI미디어학과,예체능계열,31,235,31
20,2026,AI수리학과,자연계열,20,70,20
21,2024,간호학과,의약계열,208,1478,207
21,2024,글로벌계열,사회계열,12,15,12
21,2024,물리치료학과,의약계열,85,725,84
21,2024,미래산업융합계열,공학계열,160,192,99
21,2024,사회안전계열,사회계열,212,553,213
21,2024,소프트웨어융합계열,공학계열,132,283,132
21,2024,임상병리학과,의약계열,52,308,51
21,2024,작업치료학과,의약계열,42,138,40
21,2024,치위생학과,의약계열,55,252,56
21,2024,항공공항서비스계열,공학계열,132,443,137
21,2024,항공시스템계열,공학계열,236,503,230
21,2025,간호학과,의약계열,238,1432,236
21,2025,글로컬학부,사회계열,77,114,77
21,2025,기타모집단위,인문계열,158,0,0
21,2025,물리치료학과,의약계열,85,699,83
21,2025,미래산업학부,공학계열,70,85,70
21,2025,사회안전대학 인문계열 통합 모집단위,사회계열,116,334,116
21,2025,사회안전대학 통합 모집단위,무전공,181,544,184
21,2025,임상병리학과,의약계열,50,258,50
21,2025,작업치료학과,의약계열,40,145,41
21,2025,지역산업학부,사회계열,80,96,80
21,2025,첨단산업대학 통합 모집단위,공학계열,100,251,100
21,2025,치위생학과,의약계열,53,259,54
21,2025,항공산업대학 통합 모집단위,공학계열,192,818,193
21,2025,항공서비스학과,사회계열,36,152,38
21,2026,간호학과,의약계열,234,1636,234
21,2026,경찰학과,사회계열,30,185,30
21,2026,군사학과,사회계열,30,98,30
21,2026,물리치료학과,의약계열,84,699,84
21,2026,반도체학과,공학계열,53,199,53
21,2026,상담심리사회복지학부,사회계열,30,187,30
21,2026,소프트웨어학부,공학계열,122,302,122
21,2026,스포츠지도학과,예체능계열,40,142,40
21,2026,웹툰애니메이션디자인학과,예체능계열,32,179,32
21,2026,임상병리학과,의약계열,53,278,53
21,2026,작업치료학과,의약계열,41,209,41
21,2026,재난안전학과,공학계열,20,130,20
21,2026,치위생학과,의약계열,53,296,53
21,2026,항공보안경호학부,예체능계열,80,341,80
21,2026,항공산업대학,공학계열,166,725,166
21,2026,항공서비스학과,사회계열,37,213,37
21,2026,항공운항학과,공학계열,45,436,45
21,2026,G글로컬대학,무전공,71,97,71
21,2026,G커리어대학,사회계열,227,434,227
22,2024,초등교육과,교육계열,661,3181,0
22,2025,초등교육과,교육계열,584,3171,0
22,2026,초등교육과,교육계열,584,3524,0
23,2024,간호학과,의약계열,167,1932,167
23,2024,건축디자인과(5년제),공학계열,30,93,32
23,2024,게임콘텐츠학과,공학계열,40,248,40
23,2024,경찰학과,사회계열,35,216,35
23,2024,공연예술학과,예체능계열,20,46,20
23,2024,글로벌비즈니스학과,사회계열,69,145,69
23,2024,기계자동화융합학과,공학계열,40,44,40
23,2024,기타모집단위,인문계열,37,0,0
23,2024,노인체육복지학과,사회계열,40,182,40
23,2024,디자인학부 목조형가구디자인전공,예체능계열,12,30,12
23,2024,디자인학부 시각영상디자인전공,예체능계열,16,86,17
23,2024,디자인학부 패션디자인전공,예체능계열,12,63,12
23,2024,만화애니메이션학부,예체능계열,110,633,113
23,2024,보건의료?사회복지학부,사회계열,30,235,30
23,2024,부동산재테크학부,사회계열,60,152,60
23,2024,부동산지적학과,사회계열,40,141,40
23,2024,뷰티학과,예체능계열,28,151,28
23,2024,사진영상학부,예체능계열,121,577,123
23,2024,상담심리학과,인문계열,20,90,20
23,2024,소방방재학부,공학계열,105,368,96
23,2024,스마트경영학부,사회계열,35,70,35
23,2024,스마트경영학부 스포츠레저경영전공,예체능계열,25,57,25
23,2024,스마트공학부 건축토목공학전공,공학계열,15,67,15
23,2024,스마트공학부 기계자동차공학전공,공학계열,45,111,45
23,2024,스마트공학부 전기에너지공학전공,공학계열,21,73,22
23,2024,스마트공학부 컴퓨터공학전공,공학계열,17,80,17
23,2024,스마트농산업학부,자연계열,40,128,40
23,2024,스마트농업학과,자연계열,10,18,10
23,2024,스마트산업학부,공학계열,70,115,70
23,2024,스포츠융합학부,예체능계열,35,147,35
23,2024,스포츠재활의학과,예체능계열,40,266,41
23,2024,스포츠지도학과,예체능계열,30,115,30
23,2024,응급구조학과,의약계열,47,313,44
23,2024,자율전공학부,공학계열,34,224,30
23,2024,전기전자융합학과,공학계열,15,15,15
23,2024,조기취업형계약학부 스마트경영공학과,공학계열,20,77,16
23,2024,조기취업형계약학부 스마트전력인프라학과,공학계열,30,90,21
23,2024,조기취업형계약학부 스마트팩토리융합학과,공학계열,40,95,19
23,2024,조기취업형계약학부 스마트푸드테크학과,자연계열,30,86,30
23,2024,지역특화산업학부,자연계열,40,133,40
23,2024,철도학부,공학계열,50,216,50
23,2024,첨단산업학부,공학계열,20,81,20
23,2024,축구학과,예체능계열,35,133,36
23,2024,태권도학과,예체능계열,35,121,35
23,2024,평생교육학부,교육계열,60,108,60
23,2024,항공서비스학과,사회계열,20,109,21
23,2025,간호학과,의약계열,171,1774,171
23,2025,건축디자인과(5년제),공학계열,26,122,26
23,2025,건축토목공학과,공학계열,16,79,16
23,2025,게임콘텐츠학과,공학계열,51,246,51
23,2025,경찰행정학과,사회계열,31,237,31
23,2025,글로컬산업학부,공학계열,30,40,30
23,2025,기계전기융합학부 기계자동차전공,공학계열,10,71,10
23,2025,기계전기융합학부 전기에너지전공,공학계열,11,53,11
23,2025,기계전기융합학부 AI?자율주행전공,공학계열,10,44,10
23,2025,노인체육복지학과,사회계열,40,143,40
23,2025,디자인학부,예체능계열,22,115,22
23,2025,만화애니메이션학부,예체능계열,149,831,149
23,2025,미디어크리에이터학과,예체능계열,21,78,21
23,2025,부동산재테크학부,사회계열,63,161,63
23,2025,부동산지적학과,사회계열,39,126,39
23,2025,뷰티학과,예체능계열,29,129,29
23,2025,사진영상학부,예체능계열,132,680,128
23,2025,사회복지학과,사회계열,20,145,20
23,2025,소방방재학부,공학계열,103,326,94
23,2025,스마트경영학부,사회계열,62,148,62
23,2025,스마트농산업학부,자연계열,40,92,39
23,2025,스마트산업학부,공학계열,72,155,67
23,2025,스포츠융합학부,예체능계열,20,109,20
23,2025,스포츠재활의학과,예체능계열,47,243,47
23,2025,스포츠지도학과,예체능계열,30,153,30
23,2025,응급구조학과,의약계열,47,291,44
23,2025,자율전공학부,공학계열,34,280,31
23,2025,조기취업형계약학부 글로컬산업기술학과,공학계열,40,34,29
23,2025,조기취업형계약학부 방위산업시스템학과,공학계열,20,113,16
23,2025,조기취업형계약학부 스마트경영공학과,공학계열,20,98,14
23,2025,조기취업형계약학부 스마트전력인프라학과,공학계열,25,88,18
23,2025,조기취업형계약학부 스마트팩토리융합학과,공학계열,30,102,18
23,2025,조기취업형계약학부 스마트푸드테크학과,자연계열,45,92,22
23,2025,조기취업형계약학부 에너지솔루션학과,공학계열,20,60,18
23,2025,지역특화산업학부,자연계열,40,94,39
23,2025,철도운전시스템학부,공학계열,50,227,50
23,2025,첨단산업학부,공학계열,20,74,17
23,2025,축구학과,예체능계열,36,131,36
23,2025,태권도학과,예체능계열,40,137,40
23,2025,평생교육학부,교육계열,63,142,62
23,2025,피트니스산업학부,예체능계열,21,84,21
23,2025,항공서비스학과,사회계열,21,74,21
23,2025,SMART글로벌대학,사회계열,121,138,121
23,2026,간호학과,의약계열,184,1748,184
23,2026,건축토목공학과,공학계열,15,85,15
23,2026,건축학과(5년제),공학계열,20,106,20
23,2026,게임콘텐츠학과,공학계열,50,320,52
23,2026,경찰행정학과,사회계열,35,257,41
23,2026,글로벌대학,사회계열,80,105,80
23,2026,글로컬산업기술학과,공학계열,40,18,18
23,2026,기계전기공학부,공학계열,50,0,0
23,2026,기계전기공학부 기계공학전공,공학계열,0,186,26
23,2026,기계전기공학부 자동화융합전공,공학계열,0,19,0
23,2026,기계전기공학부 전기공학전공,공학계열,0,168,27
23,2026,기타모집단위,인문계열,162,0,0
23,2026,디자인융합학부,예체능계열,30,244,30
23,2026,만화애니메이션학부,예체능계열,150,990,156
23,2026,미디어크리에이터학과,예체능계열,20,121,20
23,2026,방위산업시스템학과,공학계열,25,110,20
23,2026,부동산지적학과,사회계열,35,158,35
23,2026,뷰티스타일학과,예체능계열,21,140,21
23,2026,사진영상학부,예체능계열,132,733,132
23,2026,사회복지학과,사회계열,20,186,21
23,2026,소방방재학부,공학계열,98,410,97
23,2026,스마트경영공학과,공학계열,20,55,16
23,2026,스마트경영학부,사회계열,97,459,165
23,2026,스마트전력인프라학과,공학계열,25,55,14
23,2026,스마트팩토리융합학과,공학계열,35,85,19
23,2026,스마트푸드테크학과,자연계열,30,68,24
23,2026,스포츠복지학과,예체능계열,40,182,40
23,2026,스포츠융합학부,예체능계열,20,182,21
23,2026,스포츠재활의학과,예체능계열,45,450,49
23,2026,스포츠지도학과,예체능계열,30,203,31
23,2026,에너지솔루션학과,공학계열,25,47,16
23,2026,응급구조학과,의약계열,51,367,51
23,2026,자율전공학부,공학계열,30,337,30
23,2026,지역특화산업학부,자연계열,60,243,105
23,2026,철도운전시스템학부,공학계열,45,246,52
23,2026,축구학과,예체능계열,36,165,36
23,2026,태권도학과,예체능계열,41,150,41
23,2026,평생교육학부,교육계열,60,218,76
23,2026,피트니스산업학부,예체능계열,20,94,21
23,2026,항공서비스학과,사회계열,20,87,20
24,2024,간호학과,의약계열,89,1295,89
24,2024,건축공학과,공학계열,70,610,69
24,2024,건축학과,공학계열,52,699,52
24,2024,경영학과,사회계열,259,4095,270
24,2024,경제학과,사회계열,99,1150,102
24,2024,골프산업학과,예체능계열,39,193,40
24,2024,관광?엔터테인먼트학부,사회계열,108,936,112
24,2024,국어국문학과,인문계열,59,1329,60
24,2024,국제통상?금융투자학부,사회계열,120,1083,120
24,2024,국제학과,사회계열,142,1106,150
24,2024,글로벌커뮤니케이션학부,인문계열,69,739,72
24,2024,글로벌한국학과,인문계열,1,3,1
24,2024,글로벌Hospitality?관광학과,사회계열,29,275,29
24,2024,기계공학과,공학계열,166,2033,170
24,2024,기악과,예체능계열,71,389,71
24,2024,기타모집단위,인문계열,94,0,0
24,2024,도예학과,예체능계열,37,281,37
24,2024,디지털콘텐츠학과,공학계열,48,994,50
24,2024,러시아어학과,인문계열,38,397,39
24,2024,무역학과,사회계열,86,1109,87
24,2024,무용학부,예체능계열,50,427,50
24,2024,문화관광산업학과,사회계열,40,258,40
24,2024,물리학과,자연계열,48,880,50
24,2024,미디어학과,공학계열,111,1352,115
24,2024,미술학부,예체능계열,65,831,65
24,2024,빅데이터응용학과,자연계열,34,536,34
24,2024,사학과,인문계열,45,862,45
24,2024,사회과학 광역모집,사회계열,56,361,56
24,2024,사회기반시스템공학과,공학계열,71,708,70
24,2024,사회학과,사회계열,54,558,56
24,2024,산업경영공학과,공학계열,71,678,72
24,2024,산업디자인학과,예체능계열,45,796,46
24,2024,생명과학 광역모집,자연계열,20,97,19
